Horizon,Split,Observations,First_Date,Last_Date,Down_Count,Up_Count,Down_Proportion,Up_Proportion,Majority_Training_Class
1-day,Train,983,2020-03-02,2025-05-09,475,508,0.4832146490335707,0.5167853509664293,1
1-day,Test,246,2025-05-09,2026-06-26,104,142,0.42276422764227645,0.5772357723577236,1
7-day,Train,979,2020-03-02,2025-05-07,457,522,0.466802860061287,0.533197139938713,1
7-day,Test,245,2025-05-07,2026-06-18,86,159,0.3510204081632653,0.6489795918367347,1
30-day,Train,968,2020-03-02,2025-04-15,421,547,0.43491735537190085,0.5650826446280992,1
30-day,Test,242,2025-04-16,2026-05-15,61,181,0.25206611570247933,0.7479338842975206,1
