date,title,url,domain,language,neg,neu,pos,compound,ticker
20230512T201500Z,"London close : Stocks mixed on data , US debt ceiling worries",https://www.lse.co.uk/news/london-close-stocks-mixed-on-data-us-debt-ceiling-worries-2m55x6v364wt560.html,lse.co.uk,English,0.398,0.602,0.0,-0.6486,CRST
20230512T133000Z,London midday : Stocks trade mixed as investors eye US debt ceiling talks,https://www.sharecast.com/news/market-report-midday/london-midday-stocks-trade-mixed-as-investors-eye-us-debt-ceiling-talks--13375418.html,sharecast.com,English,0.185,0.815,0.0,-0.3612,CRST
20230512T110000Z,"London open : Stocks up on hopes for debt ceiling , US - China talks",https://www.lse.co.uk/news/london-open-stocks-up-on-hopes-for-debt-ceiling-us-china-talks-visehdql6tjr0l3.html,lse.co.uk,English,0.163,0.654,0.183,0.0772,CRST
20230511T200000Z,Crest Nicholson Nine Acres Tiptree enforcement notice | Maldon and Burnham Standard,https://www.maldonandburnhamstandard.co.uk/news/23514344.crest-nicholson-nine-acres-tiptree-enforcement-notice/,maldonandburnhamstandard.co.uk,English,0.0,1.0,0.0,0.0,CRST
20230506T091500Z,Crest Nicholson Holdings plc ( LON : CRST ) Given Consensus Recommendation of  Hold  by Brokerages,https://www.themarketsdaily.com/2023/05/06/crest-nicholson-holdings-plc-loncrst-given-consensus-recommendation-of-hold-by-brokerages.html,themarketsdaily.com,English,0.0,1.0,0.0,0.0,CRST
20230503T174500Z,FTSE 250 movers : TI Fluid pushes on ; Aston Martin in reverse,https://www.sharecast.com/news/risers-and-fallers/ftse-250-movers-ti-fluid-pushes-on-aston-martin-in-reverse--13245782.html,sharecast.com,English,0.0,1.0,0.0,0.0,CRST
20230502T094500Z,Crest Nicholson Tiptree nine acres development complaints | Maldon and Burnham Standard,https://www.maldonandburnhamstandard.co.uk/news/23482464.crest-nicholson-tiptree-nine-acres-development-complaints/,maldonandburnhamstandard.co.uk,English,0.213,0.787,0.0,-0.4019,CRST
20230629T153000Z,Chelverton united kingdom Dividend Trust plc : ACS - Annual - 7 - ,https://www.finanznachrichten.de/nachrichten-2023-06/59461020-chelverton-uk-dividend-trust-plc-acs-annual-7-015.htm,finanznachrichten.de,English,0.0,0.496,0.504,0.7269,CRST
20230629T153000Z,Chelverton united kingdom Dividend Trust plc : ACS - Annual - 3 - ,https://www.finanznachrichten.de/nachrichten-2023-06/59461015-chelverton-uk-dividend-trust-plc-acs-annual-3-015.htm,finanznachrichten.de,English,0.0,0.496,0.504,0.7269,CRST
20230628T180000Z,Selections From the 2023 Audubon Photography Awards Top 100,https://www.theatlantic.com/photo/2023/06/2023-audubon-photography-awards-top-100/674554/,theatlantic.com,English,0.0,0.593,0.407,0.5859,CRST
20230626T060000Z,Jefferies Financial Group Increases Crest Nicholson ( LON : CRST ) Price Target to GBX 346,https://www.modernreaders.com/news/2023/06/26/jefferies-financial-group-increases-crest-nicholson-loncrst-price-target-to-gbx-346.html,modernreaders.com,English,0.0,1.0,0.0,0.0,CRST
20230624T140000Z,A2070 Bad Munstereifel Road in Ashford to close for second weekend in a row,https://www.kentonline.co.uk/ashford/news/more-traffic-hell-as-dual-carriageway-to-shut-all-weekend-288916/,kentonline.co.uk,English,0.226,0.774,0.0,-0.5423,CRST
20230624T064500Z,Crest Nicholson ( LON : CRST ) PT Raised to GBX 346,https://www.themarketsdaily.com/2023/06/24/crest-nicholson-loncrst-pt-raised-to-gbx-346.html,themarketsdaily.com,English,0.0,1.0,0.0,0.0,CRST
20230623T133000Z,London midday : Stocks stay down as housebuilders slump,https://www.lse.co.uk/news/london-midday-stocks-stay-down-as-housebuilders-slump-ewd9yffq51hcmnq.html,lse.co.uk,English,0.0,1.0,0.0,0.0,CRST
20230623T084500Z,"London open : Stocks fall as investors mull retail sales , consumer confidence data",https://www.lse.co.uk/news/london-open-stocks-fall-as-investors-mull-retail-sales-consumer-confidence-data-jg94svw86wwc7fk.html,lse.co.uk,English,0.0,0.769,0.231,0.5106,CRST
20230623T081500Z,"FTSE 100 Live 23 June : united kingdom consumer confidence improves , retail sales up 0 . 3 % ",https://www.standard.co.uk/business/ftse-100-live-23-june-uk-consumer-confidence-improves-retail-sales-bank-of-england-inflation-stocks-shares-interest-rate-pound-b1089690.html,standard.co.uk,English,0.0,0.529,0.471,0.836,CRST
20230620T154500Z,AHMM creates new housing plans for London Chest Hospital,https://www.bdonline.co.uk/news/ahmm-creates-new-housing-plans-for-london-chest-hospital/5123720.article,bdonline.co.uk,English,0.0,0.792,0.208,0.2732,CRST
20230616T103000Z,London open : Stocks rise after strong US session,https://www.lse.co.uk/news/london-open-stocks-rise-after-strong-us-session-yotyvdjnbduo5vd.html,lse.co.uk,English,0.0,0.68,0.32,0.5106,CRST
20230616T074500Z,London open : Stocks rise after strong US session,https://www.sharecast.com/news/market-report-opening/london-open-stocks-rise-after-strong-us-session--13748284.html,sharecast.com,English,0.0,0.68,0.32,0.5106,CRST
20230614T064500Z,7 . 5 % dividend yield ! Is this FTSE 250 share a brilliant bargain ? ,https://www.fool.co.uk/2023/06/14/7-5-dividend-yield-is-this-ftse-250-share-a-brilliant-bargain/,fool.co.uk,English,0.0,0.426,0.574,0.7959,CRST
20230613T213000Z,London close : Stocks muted as US inflation comes in cooler,https://www.sharecast.com/news/market-report-close/london-close-stocks-muted-as-us-inflation-comes-in-cooler--13713142.html,sharecast.com,English,0.0,1.0,0.0,0.0,CRST
20230613T210000Z,London close : Stocks muted as US inflation comes in cooler,https://www.lse.co.uk/news/london-close-stocks-muted-as-us-inflation-comes-in-cooler-ki4goku11zuyq4k.html,lse.co.uk,English,0.0,1.0,0.0,0.0,CRST
20230613T140000Z,FTSE 100 Live : Stocks hold firm awaiting US open after easing CPI data,https://www.proactiveinvestors.co.uk/companies/news/1017660/ftse-100-live-stocks-hold-firm-awaiting-us-open-after-easing-cpi-data-1017660.html,proactiveinvestors.co.uk,English,0.0,0.857,0.143,0.25,CRST
20230613T121500Z,London midday : Stocks flat ahead of US inflation ; gilt yields spike,https://www.sharecast.com/news/market-report-midday/london-midday-stocks-flat-ahead-of-us-inflation-gilt-yields-spike--13709664.html,sharecast.com,English,0.0,1.0,0.0,0.0,CRST
20230613T010000Z,MARKET REPORT : Ocado shares surge as investors bet on rebound,https://www.thisismoney.co.uk/money/markets/article-12186651/MARKET-REPORT-Ocado-shares-surge-investors-bet-rebound.html,thisismoney.co.uk,English,0.0,0.804,0.196,0.296,CRST
20230612T133000Z,"UBS ups ratings on Crest Nicholson , Persimmon and Vistry",https://www.sharecast.com/news/broker-recommendations/ubs-ups-ratings-on-crest-nicholson-persimmon-and-vistry--13696870.html,sharecast.com,English,0.0,1.0,0.0,0.0,CRST
20230612T063000Z,Jefferies Financial Group Reiterates  Buy  Rating for Crest Nicholson ( LON : CRST ) ,https://www.modernreaders.com/news/2023/06/12/jefferies-financial-group-reiterates-buy-rating-for-crest-nicholson-loncrst.html,modernreaders.com,English,0.0,1.0,0.0,0.0,CRST
20230609T193000Z,Crest Nicholson warns over rising borrowing costs as profit shrinks,https://www.yorkshirepost.co.uk/node/4173936,yorkshirepost.co.uk,English,0.114,0.65,0.236,0.3612,CRST
20230609T003000Z,"Mortgage rate fears have hit demand for new homes , warns Crest",https://www.thetimes.co.uk/article/mortgage-rate-fears-have-hit-demand-for-new-homes-warns-crest-q2w3tpm7q,thetimes.co.uk,English,0.416,0.584,0.0,-0.5719,CRST
20230609T001500Z,MAGGIE PAGANO : Two IPOs in two days gives the City a much needed boost,https://www.thisismoney.co.uk/money/comment/article-12174971/MAGGIE-PAGANO-Two-IPOs-two-days-gives-City-needed-boost.html,thisismoney.co.uk,English,0.0,0.816,0.184,0.4019,CRST
20230609T001500Z,MARKET REPORT : Housebuilder Crest Nicholson rocked as it warns of slowdown,https://www.thisismoney.co.uk/money/markets/article-12174903/MARKET-REPORT-Housebuilder-Crest-Nicholson-rocked-warns-slowdown.html,thisismoney.co.uk,English,0.123,0.877,0.0,-0.1027,CRST
20230608T214500Z,Mixed economic signals leave share values treading water,https://www.irishtimes.com/business/2023/06/08/shares-tread-water-on-mixed-signals/,irishtimes.com,English,0.108,0.45,0.441,0.5719,CRST
20230608T200000Z,"London close : Ex - dividends , interest rate concerns drag on stocks",https://www.sharecast.com/news/market-report-close/london-close-ex-dividends-interest-rate-concerns-drag-on-stocks--13673142.html,sharecast.com,English,0.147,0.62,0.233,0.2732,CRST
20230608T191500Z,Jefferies Financial Group Reiterates Buy Rating for Crest Nicholson ( LON : CRST ) ,https://theenterpriseleader.com/2023/06/08/jefferies-financial-group-reiterates-buy-rating-for-crest-nicholson-loncrst.html,theenterpriseleader.com,English,0.0,1.0,0.0,0.0,CRST
20230608T164500Z,U . S . Stocks May Show A Lack Of Direction In Early Trading,https://www.rttnews.com/3369069/u-s-stocks-may-show-a-lack-of-direction-in-early-trading.aspx,rttnews.com,English,0.223,0.777,0.0,-0.3182,CRST
