date,ticker,eps_surprise_pct,sue
2025-08-29,RR,4.614,4.614
2025-09-01,RR,2.567,2.567
2025-09-04,RR,2.625,2.625
2025-09-14,RR,1.49,1.49
2025-09-19,RR,1.378,1.378
2025-09-24,RR,1.419,1.419
2025-11-14,RR,1.867,1.867
2025-11-17,RR,2.194,2.194
2025-11-18,RR,1.417,1.417
2025-11-30,RR,-0.202,-0.202
2025-12-03,RR,0.284,0.284
2025-12-05,RR,0.117,0.117
2025-12-09,RR,0.139,0.139
2025-12-10,RR,0.29,0.29
2025-12-22,RR,0.284,0.284
2025-12-25,RR,0.132,0.132
2025-12-31,RR,-0.146,-0.146
2026-01-09,RR,1.263,1.263
2026-01-13,RR,2.442,2.442
2026-01-15,RR,1.749,1.749
2026-01-16,RR,0.141,0.141
2026-01-20,RR,0.069,0.069
2026-01-30,RR,2.251,2.251
2026-02-09,RR,1.941,1.941
2026-02-26,RR,4.422,4.422
2026-02-27,RR,3.765,3.765
2026-03-02,RR,3.394,3.394
2026-03-03,RR,9.252,9.252
2026-03-04,RR,8.844,8.844
2026-03-06,RR,8.067,8.067
2026-03-13,RR,6.829,6.829
2026-03-18,RR,7.534,7.534
2026-03-24,RR,6.911,6.911
2026-03-25,RR,6.463,6.463
2026-03-31,RR,6.729,6.729
2026-04-07,RR,5.412,5.412
2026-04-10,RR,4.268,4.268
2026-04-12,RR,2.408,2.408
2026-04-15,RR,2.291,2.291
2026-04-17,RR,2.307,2.307
2026-04-20,RR,2.587,2.587
2026-04-24,RR,2.567,2.567
2026-04-27,RR,2.454,2.454
2026-04-30,RR,1.347,1.347
2026-05-05,RR,1.503,1.503
2026-05-06,RR,1.499,1.499
2026-05-12,RR,1.482,1.482
2026-05-14,RR,0.731,0.731
2026-06-11,RR,0.666,0.666
2026-06-12,RR,0.742,0.742
2026-06-29,RR,0.627,0.627
2026-07-05,RR,0.751,0.751
2026-07-07,RR,0.773,0.773
2026-07-08,RR,1.283,1.283
2026-07-09,RR,1.183,1.183
2026-07-10,RR,1.443,1.443
2026-07-30,RR,3.444,3.444
2026-07-31,RR,4.691,4.691
2026-08-03,RR,13.049,13.049
2026-08-04,RR,11.492,11.492
2026-08-05,RR,9.049,9.049
2026-08-06,RR,8.135,8.135
