Horizon,Split,Observations,First_Date,Last_Date,Down_Count,Up_Count,Down_Proportion,Up_Proportion,Majority_Training_Class
1-day,Train,3654,2020-01-27,2025-03-19,1939,1715,0.5306513409961686,0.46934865900383144,0
1-day,Test,914,2025-03-20,2026-06-29,465,449,0.5087527352297593,0.4912472647702407,0
7-day,Train,3640,2020-01-27,2025-03-12,1963,1677,0.5392857142857143,0.4607142857142857,0
7-day,Test,910,2025-03-12,2026-06-19,433,477,0.4758241758241758,0.5241758241758242,0
30-day,Train,3586,2020-01-27,2025-02-13,2072,1514,0.5778025655326269,0.4221974344673731,0
30-day,Test,897,2025-02-13,2026-05-18,448,449,0.49944258639910816,0.5005574136008919,0
