Model,Horizon,False_Positive_Rate,True_Positive_Rate,Threshold
Logistic Regression,1-day,0.0,0.0,inf
Logistic Regression,1-day,0.002150537634408602,0.0,0.7668829447759935
Logistic Regression,1-day,0.010752688172043012,0.0,0.5805687802045093
Logistic Regression,1-day,0.010752688172043012,0.004454342984409799,0.5634058418201272
Logistic Regression,1-day,0.012903225806451613,0.004454342984409799,0.5482310525586428
Logistic Regression,1-day,0.012903225806451613,0.008908685968819599,0.5424220675606697
Logistic Regression,1-day,0.015053763440860216,0.008908685968819599,0.539786231362442
Logistic Regression,1-day,0.015053763440860216,0.013363028953229399,0.5375880580891589
Logistic Regression,1-day,0.017204301075268817,0.013363028953229399,0.5367149722887216
Logistic Regression,1-day,0.017204301075268817,0.024498886414253896,0.5330809690074545
Logistic Regression,1-day,0.01935483870967742,0.024498886414253896,0.5318921705751678
Logistic Regression,1-day,0.01935483870967742,0.026726057906458798,0.531682061725979
Logistic Regression,1-day,0.023655913978494623,0.026726057906458798,0.5272395728694274
Logistic Regression,1-day,0.023655913978494623,0.031180400890868598,0.5252572667110069
Logistic Regression,1-day,0.025806451612903226,0.031180400890868598,0.5244282408190395
Logistic Regression,1-day,0.025806451612903226,0.035634743875278395,0.5238985078388663
Logistic Regression,1-day,0.030107526881720432,0.035634743875278395,0.5233009955462804
Logistic Regression,1-day,0.030107526881720432,0.0378619153674833,0.5231229784640735
Logistic Regression,1-day,0.03225806451612903,0.0378619153674833,0.5228349903932789
Logistic Regression,1-day,0.03225806451612903,0.044543429844097995,0.5204181794584488
Logistic Regression,1-day,0.034408602150537634,0.044543429844097995,0.5199542347746317
Logistic Regression,1-day,0.034408602150537634,0.04899777282850779,0.5179155376569065
Logistic Regression,1-day,0.03655913978494624,0.04899777282850779,0.5178620959172513
Logistic Regression,1-day,0.03655913978494624,0.053452115812917596,0.5165136277849336
Logistic Regression,1-day,0.04516129032258064,0.053452115812917596,0.5149231630953188
Logistic Regression,1-day,0.04516129032258064,0.0556792873051225,0.5144063244601668
Logistic Regression,1-day,0.05161290322580645,0.0556792873051225,0.5131772647203687
Logistic Regression,1-day,0.05161290322580645,0.062360801781737196,0.5114101641448071
Logistic Regression,1-day,0.053763440860215055,0.062360801781737196,0.5113492411236823
Logistic Regression,1-day,0.053763440860215055,0.06904231625835189,0.5104987635111338
Logistic Regression,1-day,0.05591397849462366,0.06904231625835189,0.5104500108242411
Logistic Regression,1-day,0.05591397849462366,0.07126948775055679,0.5097883005001483
Logistic Regression,1-day,0.060215053763440864,0.07126948775055679,0.509049476574888
Logistic Regression,1-day,0.060215053763440864,0.0757238307349666,0.5085980762054874
Logistic Regression,1-day,0.06236559139784946,0.0757238307349666,0.5083484448673524
Logistic Regression,1-day,0.06236559139784946,0.0801781737193764,0.5082548401449448
Logistic Regression,1-day,0.06451612903225806,0.0801781737193764,0.5080834732325166
Logistic Regression,1-day,0.06451612903225806,0.08463251670378619,0.5077424719065295
Logistic Regression,1-day,0.06666666666666667,0.08463251670378619,0.5077043638372393
Logistic Regression,1-day,0.06666666666666667,0.08685968819599109,0.5073707159847516
Logistic Regression,1-day,0.06881720430107527,0.08685968819599109,0.5070583818122166
Logistic Regression,1-day,0.06881720430107527,0.08908685968819599,0.5069729517459032
Logistic Regression,1-day,0.07096774193548387,0.08908685968819599,0.5067556732647034
Logistic Regression,1-day,0.07096774193548387,0.09131403118040089,0.5064354350700003
Logistic Regression,1-day,0.07311827956989247,0.09131403118040089,0.5061529842892121
Logistic Regression,1-day,0.07311827956989247,0.0957683741648107,0.5057418611026555
Logistic Regression,1-day,0.07526881720430108,0.0957683741648107,0.5057373902672357
Logistic Regression,1-day,0.07526881720430108,0.09799554565701558,0.505714439191124
Logistic Regression,1-day,0.07741935483870968,0.09799554565701558,0.5054029941911896
Logistic Regression,1-day,0.07741935483870968,0.10244988864142539,0.5052105884197448
Logistic Regression,1-day,0.07956989247311828,0.10244988864142539,0.504920503674783
Logistic Regression,1-day,0.07956989247311828,0.10690423162583519,0.503950059631035
Logistic Regression,1-day,0.08172043010752689,0.10690423162583519,0.5038346966827921
Logistic Regression,1-day,0.08172043010752689,0.111358574610245,0.5037334592133468
Logistic Regression,1-day,0.08602150537634409,0.111358574610245,0.5034945196182392
Logistic Regression,1-day,0.08602150537634409,0.12026726057906459,0.5025656765757698
Logistic Regression,1-day,0.08817204301075268,0.12026726057906459,0.502537021272207
Logistic Regression,1-day,0.08817204301075268,0.12249443207126949,0.5024145514806636
Logistic Regression,1-day,0.09032258064516129,0.12249443207126949,0.5020242259743878
Logistic Regression,1-day,0.09032258064516129,0.12694877505567928,0.5016607757516912
Logistic Regression,1-day,0.09247311827956989,0.12694877505567928,0.5015865600161655
Logistic Regression,1-day,0.09247311827956989,0.1358574610244989,0.5009293929797526
Logistic Regression,1-day,0.0989247311827957,0.1358574610244989,0.5000898572741235
Logistic Regression,1-day,0.0989247311827957,0.1514476614699332,0.4988359597329956
Logistic Regression,1-day,0.1010752688172043,0.1514476614699332,0.49878406597850705
Logistic Regression,1-day,0.1010752688172043,0.15367483296213807,0.4984451626364602
Logistic Regression,1-day,0.1053763440860215,0.15367483296213807,0.49825401760846644
Logistic Regression,1-day,0.1053763440860215,0.15812917594654788,0.4979871977391075
Logistic Regression,1-day,0.10752688172043011,0.15812917594654788,0.4979862824946012
Logistic Regression,1-day,0.10752688172043011,0.1603563474387528,0.4979670840946706
Logistic Regression,1-day,0.11182795698924732,0.1603563474387528,0.4975885676341869
Logistic Regression,1-day,0.11182795698924732,0.16481069042316257,0.49729602238331466
Logistic Regression,1-day,0.12043010752688173,0.16481069042316257,0.4969497010871183
Logistic Regression,1-day,0.12043010752688173,0.16703786191536749,0.49685576450498464
Logistic Regression,1-day,0.12688172043010754,0.16703786191536749,0.4963850980099761
Logistic Regression,1-day,0.12688172043010754,0.16926503340757237,0.49628739879259015
Logistic Regression,1-day,0.13118279569892474,0.16926503340757237,0.4959761952626497
Logistic Regression,1-day,0.13118279569892474,0.17371937639198218,0.4953438182535524
Logistic Regression,1-day,0.14408602150537633,0.17371937639198218,0.49449469138089025
Logistic Regression,1-day,0.14408602150537633,0.1759465478841871,0.4943935645549382
Logistic Regression,1-day,0.15268817204301074,0.1759465478841871,0.49409615231643494
Logistic Regression,1-day,0.15268817204301074,0.18262806236080179,0.4938291476486972
Logistic Regression,1-day,0.15483870967741936,0.18262806236080179,0.49351913817116855
Logistic Regression,1-day,0.15483870967741936,0.18485523385300667,0.49335393644942377
Logistic Regression,1-day,0.15698924731182795,0.18485523385300667,0.4932411057780429
Logistic Regression,1-day,0.15698924731182795,0.18930957683741648,0.49307598709562184
Logistic Regression,1-day,0.16129032258064516,0.18930957683741648,0.4927856602056873
Logistic Regression,1-day,0.16129032258064516,0.19599109131403117,0.4924666537454569
Logistic Regression,1-day,0.16559139784946236,0.19599109131403117,0.4924278650575559
Logistic Regression,1-day,0.16559139784946236,0.19821826280623608,0.49226100594045474
Logistic Regression,1-day,0.17419354838709677,0.19821826280623608,0.49211472015616686
Logistic Regression,1-day,0.17419354838709677,0.2026726057906459,0.49200395334725483
Logistic Regression,1-day,0.17634408602150536,0.2026726057906459,0.49191107884890856
Logistic Regression,1-day,0.17634408602150536,0.20489977728285078,0.4914632815335878
Logistic Regression,1-day,0.17849462365591398,0.20489977728285078,0.4914439316485156
Logistic Regression,1-day,0.17849462365591398,0.20935412026726058,0.49130515275110603
Logistic Regression,1-day,0.18064516129032257,0.20935412026726058,0.49128095650076353
Logistic Regression,1-day,0.18064516129032257,0.21380846325167038,0.49105964712997385
Logistic Regression,1-day,0.1913978494623656,0.21380846325167038,0.49075668944111284
Logistic Regression,1-day,0.1913978494623656,0.21603563474387527,0.49067676656815734
