Horizon,Split,Observations,First_Date,Last_Date,Down_Count,Up_Count,Down_Proportion,Up_Proportion,Majority_Training_Class
1-day,Train,7203,2020-01-24,2025-03-17,3700,3503,0.5136748576981813,0.48632514230181867,0
1-day,Test,1801,2025-03-18,2026-06-29,857,944,0.47584675180455305,0.524153248195447,0
7-day,Train,7176,2020-01-24,2025-03-11,3608,3568,0.5027870680044593,0.4972129319955407,0
7-day,Test,1794,2025-03-11,2026-06-19,768,1026,0.4280936454849498,0.5719063545150501,0
30-day,Train,7071,2020-01-24,2025-02-12,3588,3483,0.5074246924056003,0.49257530759439966,0
30-day,Test,1768,2025-02-12,2026-05-18,713,1055,0.40328054298642535,0.5967194570135747,0
