Model,Horizon,Ticker,Observations,Accuracy,ROC_AUC,Precision,Recall,F1,Up_Proportion_Actual
SVM,7-day,CPI,306,0.4444444444444444,0.43264024258176303,0.5035971223021583,0.4093567251461988,0.45161290322580644,0.5588235294117647
SVM,7-day,CRST,304,0.5197368421052632,0.5334589397089397,0.5075757575757576,0.4527027027027027,0.4785714285714286,0.4868421052631579
SVM,7-day,LLOY,298,0.5369127516778524,0.49124049676535864,0.6069651741293532,0.6740331491712708,0.6387434554973822,0.6073825503355704
SVM,7-day,RR,296,0.4797297297297297,0.3815680545410275,0.592814371257485,0.5351351351351351,0.5625,0.625
SVM,7-day,SBRY,286,0.6048951048951049,0.5963556622983345,0.6701030927835051,0.7262569832402235,0.6970509383378016,0.6258741258741258
LSTM,30-day,ASC,300,0.33666666666666667,0.37886265617358056,0.3951612903225806,0.6666666666666666,0.4962025316455696,0.49
LSTM,30-day,CPI,300,0.47333333333333333,0.22706535977234746,0.5201465201465202,0.8402366863905325,0.6425339366515838,0.5633333333333334
LSTM,30-day,CRST,299,0.4782608695652174,0.5547715965626413,0.4601449275362319,0.9477611940298507,0.6195121951219512,0.44816053511705684
LSTM,30-day,LLOY,294,0.7789115646258503,0.3903930131004366,0.7789115646258503,1.0,0.875717017208413,0.7789115646258503
LSTM,30-day,RR,290,0.6379310344827587,0.5077288941736029,0.6801470588235294,0.9113300492610837,0.7789473684210526,0.7
LSTM,30-day,SBRY,285,0.6070175438596491,0.39440545004128813,0.6070175438596491,1.0,0.7554585152838428,0.6070175438596491
Logistic Regression,30-day,ASC,300,0.5066666666666667,0.5014450224534257,0.49206349206349204,0.2108843537414966,0.29523809523809524,0.49
Logistic Regression,30-day,CPI,300,0.5133333333333333,0.5131216405438367,0.6161616161616161,0.3609467455621302,0.4552238805970149,0.5633333333333334
Logistic Regression,30-day,CRST,299,0.5317725752508361,0.5307553143374039,0.4732142857142857,0.39552238805970147,0.43089430894308944,0.44816053511705684
Logistic Regression,30-day,LLOY,294,0.3673469387755102,0.3621095062143097,0.6837606837606838,0.34934497816593885,0.4624277456647399,0.7789115646258503
Logistic Regression,30-day,RR,290,0.4724137931034483,0.5255081818696563,0.711864406779661,0.41379310344827586,0.5233644859813084,0.7
Logistic Regression,30-day,SBRY,285,0.5263157894736842,0.49700660611065234,0.6158536585365854,0.5838150289017341,0.599406528189911,0.6070175438596491
Random Forest,30-day,ASC,300,0.45666666666666667,0.4138321995464853,0.43548387096774194,0.3673469387755102,0.3985239852398524,0.49
Random Forest,30-day,CPI,300,0.44333333333333336,0.3868286733818149,0.5060240963855421,0.4970414201183432,0.5014925373134328,0.5633333333333334
Random Forest,30-day,CRST,299,0.46153846153846156,0.45782451379466305,0.40559440559440557,0.43283582089552236,0.4187725631768953,0.44816053511705684
Random Forest,30-day,LLOY,294,0.5272108843537415,0.5098421229425596,0.8040540540540541,0.519650655021834,0.6312997347480106,0.7789115646258503
Random Forest,30-day,RR,290,0.4482758620689655,0.4176433950512428,0.6369426751592356,0.49261083743842365,0.5555555555555556,0.7
Random Forest,30-day,SBRY,285,0.5333333333333333,0.6066525598678778,0.631578947368421,0.5549132947976878,0.5907692307692308,0.6070175438596491
SVM,30-day,ASC,300,0.5033333333333333,0.5068916455471077,0.48936170212765956,0.3129251700680272,0.3817427385892116,0.49
SVM,30-day,CPI,300,0.41,0.29621934143366907,0.47368421052631576,0.4260355029585799,0.4485981308411215,0.5633333333333334
SVM,30-day,CRST,299,0.5284280936454849,0.44966078697421985,0.47058823529411764,0.417910447761194,0.4426877470355731,0.44816053511705684
SVM,30-day,LLOY,294,0.5306122448979592,0.46093382599932814,0.7486338797814208,0.5982532751091703,0.6650485436893204,0.7789115646258503
SVM,30-day,RR,290,0.4793103448275862,0.38553875771473867,0.6444444444444445,0.5714285714285714,0.6057441253263708,0.7
SVM,30-day,SBRY,285,0.5789473684210527,0.5819570602807598,0.6432432432432432,0.6878612716763006,0.664804469273743,0.6070175438596491
