date,ticker,Close,High,Low,Open,Volume,SMA_10,STOCH_K_14,MACD_signal_9,RSI_14,CCI_20,daily_compound_sentiment,eps_surprise_pct,sue,volume,shares_outstanding,turnover,close,volatility
2020-02-03,CRST,500.0,502.5,490.3999938964844,493.0,1755304,468.3600006103516,89.54317032691343,13.69957213112912,86.89956419168902,162.35910978354005,-0.23816,1.855,1.855,1303548.0,256920539.0,0.0050737399394915,500.0,0.3185315486474985
2020-02-04,CRST,517.0,517.5,498.0,498.0,1289393,475.9600006103516,99.40262852200875,15.285793482517718,88.28124930150803,162.47863998947298,0.08079999999999998,,1.855,1116222.0,256920539.0,0.004344619563483,517.0,0.330566320134395
2020-02-05,CRST,506.0,524.0,504.6499938964844,516.0,1575958,482.1,79.98042247803639,16.678474138945624,82.03267596834479,135.88762210169745,-0.14887894736842108,1.378,1.378,1271545.0,256920539.0,0.004949176134182,506.0,0.339998090983161
2020-02-06,CRST,501.0,509.5,499.9750061035156,506.0,916230,487.76000061035154,74.41942872193538,17.759054919929707,77.1639103423702,99.94486673375468,0.0,,1.378,885913.0,256920539.0,0.0034481984330571,501.0,0.3463051078966907
2020-02-07,CRST,495.3999938964844,503.0,489.3500061035156,500.0,742168,492.7200012207031,67.79278149204859,18.457550410077964,72.90552686485688,72.0146796702971,0.296,,1.378,696239.0,256920539.0,0.0027099390446164,495.4,0.3529400061379167
2020-02-10,CRST,495.0,502.0,488.7999877929688,502.0,627319,498.2,67.12018595651834,18.83149579438295,74.63504198395488,62.68601731462144,-0.5994,,1.378,563877.0,256920539.0,0.0021947525184041,495.0,0.3528874234095007
2020-02-11,CRST,498.0,501.5,494.0,500.0,470679,500.73999938964846,70.52154602998196,18.98735908469296,74.49541690243134,61.66793621330972,0.802,,1.378,439299.0,256920539.0,0.001709863297461,498.0,0.3492309131197264
2020-02-12,CRST,506.0,506.5,489.3500061035156,491.6000061035156,802752,501.8399993896484,79.59183955921829,19.0827214277427,76.36987527241781,62.05560074625917,-0.27115,,1.378,686589.0,256920539.0,0.0026723787933513,506.0,0.3495275332125444
2020-02-13,CRST,511.0,513.5,504.5,510.0,691062,502.9399993896485,85.26077301499097,19.17144259514695,77.0764252651152,77.56399409781187,0.0,,1.378,674681.0,256920539.0,0.0026260298325156,511.0,0.3495400495040782
2020-02-14,CRST,513.5,518.5,504.5,504.5,815119,504.2899993896484,87.90977025105752,19.24754073634503,81.24466982994969,78.69196125714575,,,1.378,783765.0,256920539.0,0.0030506124697177,513.5,0.3457629411244113
2020-02-17,CRST,514.5,519.5,510.0,510.0,1509200,505.73999938964846,82.6007345457269,19.283823196197023,74.3888223944328,81.55635966084539,0.0,,1.378,1256958.0,256920539.0,0.0048923998248345,514.5,0.3463935509281197
