date,ticker,eps_surprise_pct,sue,volume,shares_outstanding,turnover,close,volatility
2022-08-22,CRST,,-0.027,514602,256920539,0.002002961701711205,257.0,0.31970323449543214
2022-08-23,CRST,,-0.027,1532416,256920539,0.005964552331878768,249.4,0.3255485427083525
2022-08-24,CRST,,-0.027,144813,256920539,0.0005636489809792902,246.6,0.3225796401366252
2022-08-25,CRST,,-0.027,117753,256920539,0.0004583245872763796,239.4,0.321386581736901
2022-08-26,CRST,,-0.027,182183,256920539,0.0007091025135985722,236.2,0.28281027272885007
2022-08-30,CRST,,-0.027,331068,256920539,0.0012886007529355214,237.4,0.24364261278419935
2022-08-31,CRST,,-0.027,302419,256920539,0.001177091567599428,234.4,0.23860425282467618
2022-09-01,CRST,-0.102,-0.102,225939,256920539,0.0008794119803710983,222.6,0.2813271199733133
2022-09-02,CRST,-0.132,-0.132,805089,256920539,0.0031336108943785146,220.4,0.2787581874394985
2022-09-02,CRST,-0.132,-0.132,,,,,0.276041005703432
2022-09-05,CRST,,-0.132,2034809,256920539,0.007919993504295116,221.4,0.2813216081909989
2022-09-06,CRST,,-0.132,309218,256920539,0.0012035550026617374,227.2,0.2742668877716811
2022-09-07,CRST,,-0.132,386794,256920539,0.0015055005002928162,224.2,0.2743830597315895
2022-09-08,CRST,,-0.132,304403,256920539,0.001184813799569368,225.2,0.27709393828062395
2022-09-09,CRST,,-0.132,203348,256920539,0.0007914820698706381,225.6,0.279463441017993
2022-09-12,CRST,,-0.132,490079,256920539,0.0019075119564496944,229.2,0.29328651041448367
2022-09-13,CRST,-0.34,-0.34,,,,,0.2773260709750501
2022-09-13,CRST,-0.34,-0.34,642383,256920539,0.002500317812271132,224.6,0.280617433141092
2022-09-14,CRST,,-0.34,854559,256920539,0.003326160700604789,220.0,0.2783466073770297
2022-09-15,CRST,,-0.34,1429778,256920539,0.005565059164070958,231.6,0.3528288637744605
2022-09-16,CRST,,-0.34,1625186,256920539,0.006325636737045768,235.6,0.3563216660063445
2022-09-20,CRST,,-0.34,708373,256920539,0.002757167654860011,218.6,0.42259785656897936
2022-09-21,CRST,,-0.34,2692182,256920539,0.010478656204282679,219.4,0.42356481788627415
2022-09-22,CRST,,-0.34,599082,256920539,0.0023317793210763894,211.4,0.4297009807438715
2022-09-23,CRST,,-0.34,3349149,256920539,0.013035738649139296,209.2,0.4291420334623409
2022-09-26,CRST,-0.172,-0.172,,,,,0.4278264078035742
2022-09-26,CRST,-0.172,-0.172,2403438,256920539,0.009354791210367187,194.0,0.48894673378219555
2022-09-27,CRST,,-0.172,2545311,256920539,0.009906996964536183,181.8,0.5048018357488879
2022-09-28,CRST,,-0.172,1188329,256920539,0.004625278323894533,186.1,0.5183884245153656
2022-09-29,CRST,,-0.172,2291860,256920539,0.008920501291646442,172.5,0.5662990866224312
2022-09-30,CRST,,-0.172,721153,256920539,0.0028069106611986363,183.2,0.6220030955674387
2022-10-03,CRST,,-0.172,649033,256920539,0.0025262013014848922,189.6,0.6292330849139628
2022-10-04,CRST,,-0.172,873974,256920539,0.0034017288123469177,200.4,0.6698812664304561
2022-10-05,CRST,,-0.172,1626580,256920539,0.006331062539145615,194.8,0.6738430614454174
2022-10-06,CRST,,-0.172,866066,256920539,0.003370948867579637,196.2,0.674982150806837
2022-10-07,CRST,,-0.172,1095737,256920539,0.004264886739942578,191.0,0.6734145495888751
2022-10-10,CRST,,-0.172,644316,256920539,0.0025078415392861993,183.2,0.6822422072316146
2022-10-11,CRST,,-0.172,939854,256920539,0.0036581505069939154,184.2,0.6834977298090339
2022-10-12,CRST,,-0.172,1080050,256920539,0.0042038289511762235,172.1,0.711840734939514
2022-10-13,CRST,0.273,0.273,1083861,256920539,0.004218662331235417,186.2,0.753000522629964
2022-10-14,CRST,0.513,0.513,663114,256920539,0.0025810081302997732,186.0,0.7470527199176603
2022-10-15,CRST,0.627,0.627,,,,,0.7113715641944127
2022-10-17,CRST,,0.627,594052,256920539,0.002312201283370342,195.2,0.7386062813410825
2022-10-18,CRST,,0.627,713378,256920539,0.0027766483862156307,194.8,0.7290774396349929
2022-10-19,CRST,,0.627,505335,256920539,0.001966892183734676,190.4,0.73197814339008
2022-10-20,CRST,0.586,0.586,1505568,256920539,0.005860053096027484,191.4,0.6853680671695612
2022-10-20,CRST,0.586,0.586,,,,,0.73197814339008
2022-10-21,CRST,,0.586,555625,256920539,0.002162633638254978,190.1,0.644584182282533
2022-10-24,CRST,,0.586,445427,256920539,0.0017337150300778404,194.4,0.6441559515550775
2022-10-25,CRST,,0.586,290040,256920539,0.0011289093551216628,201.6,0.587877149526835
