Horizon,Split,Observations,First_Date,Last_Date,Down_Count,Up_Count,Down_Proportion,Up_Proportion,Majority_Training_Class
1-day,Train,2355,2020-01-27,2025-03-27,1218,1137,0.5171974522292994,0.48280254777070064,0
1-day,Test,589,2025-03-27,2026-06-29,288,301,0.48896434634974534,0.5110356536502547,0
7-day,Train,2346,2020-01-27,2025-03-20,1160,1186,0.49445865302642794,0.505541346973572,1
7-day,Test,587,2025-03-21,2026-06-19,249,338,0.424190800681431,0.575809199318569,1
30-day,Train,2311,2020-01-27,2025-02-21,1124,1187,0.486369536996971,0.513630463003029,1
30-day,Test,578,2025-02-21,2026-05-18,234,344,0.40484429065743943,0.5951557093425606,1
