Horizon,Split,Observations,First_Date,Last_Date,Down_Count,Up_Count,Down_Proportion,Up_Proportion,Majority_Training_Class
1-day,Train,2357,2020-01-24,2025-03-21,1166,1191,0.49469664828171406,0.505303351718286,1
1-day,Test,590,2025-03-21,2026-06-29,265,325,0.4491525423728814,0.5508474576271186,1
7-day,Train,2349,2020-01-24,2025-03-14,1062,1287,0.4521072796934866,0.5478927203065134,1
7-day,Test,588,2025-03-17,2026-06-19,228,360,0.3877551020408163,0.6122448979591837,1
30-day,Train,2314,2020-01-24,2025-02-17,964,1350,0.41659464131374246,0.5834053586862575,1
30-day,Test,579,2025-02-17,2026-05-18,152,427,0.26252158894645944,0.7374784110535406,1
