Model,Horizon,False_Positive_Rate,True_Positive_Rate,Threshold
Logistic Regression,1-day,0.0,0.0,inf
Logistic Regression,1-day,0.0,0.004424778761061947,0.5870748915071392
Logistic Regression,1-day,0.006493506493506494,0.004424778761061947,0.5688215411270716
Logistic Regression,1-day,0.006493506493506494,0.035398230088495575,0.5516588066081269
Logistic Regression,1-day,0.012987012987012988,0.035398230088495575,0.5507721300656294
Logistic Regression,1-day,0.012987012987012988,0.03982300884955752,0.5486062443381678
Logistic Regression,1-day,0.01948051948051948,0.03982300884955752,0.5446936134268805
Logistic Regression,1-day,0.01948051948051948,0.05309734513274336,0.5418291829433636
Logistic Regression,1-day,0.032467532467532464,0.05309734513274336,0.5393398769039994
Logistic Regression,1-day,0.032467532467532464,0.0752212389380531,0.5371867248382319
Logistic Regression,1-day,0.03896103896103896,0.0752212389380531,0.536774598158825
Logistic Regression,1-day,0.03896103896103896,0.084070796460177,0.5358665028118318
Logistic Regression,1-day,0.045454545454545456,0.084070796460177,0.5352826411449705
Logistic Regression,1-day,0.045454545454545456,0.08849557522123894,0.5343822462270825
Logistic Regression,1-day,0.05194805194805195,0.08849557522123894,0.5332903333450598
Logistic Regression,1-day,0.05194805194805195,0.09734513274336283,0.5325030996758774
Logistic Regression,1-day,0.05844155844155844,0.09734513274336283,0.5324428973366112
Logistic Regression,1-day,0.05844155844155844,0.10619469026548672,0.5309800304339042
Logistic Regression,1-day,0.06493506493506493,0.10619469026548672,0.5308418870232297
Logistic Regression,1-day,0.06493506493506493,0.11061946902654868,0.5306507925838732
Logistic Regression,1-day,0.07142857142857142,0.11061946902654868,0.5305053485385937
Logistic Regression,1-day,0.07142857142857142,0.11504424778761062,0.5299448267185642
Logistic Regression,1-day,0.07792207792207792,0.11504424778761062,0.529922193255112
Logistic Regression,1-day,0.07792207792207792,0.12831858407079647,0.5295162813379456
Logistic Regression,1-day,0.1038961038961039,0.12831858407079647,0.5288491484839267
Logistic Regression,1-day,0.1038961038961039,0.13274336283185842,0.528497076630643
Logistic Regression,1-day,0.12337662337662338,0.13274336283185842,0.5283898489512231
Logistic Regression,1-day,0.12337662337662338,0.13716814159292035,0.5282712728815702
Logistic Regression,1-day,0.14285714285714285,0.13716814159292035,0.5281601111910208
Logistic Regression,1-day,0.14285714285714285,0.14601769911504425,0.5279187577174417
Logistic Regression,1-day,0.14935064935064934,0.14601769911504425,0.5276555737129247
Logistic Regression,1-day,0.14935064935064934,0.168141592920354,0.5261056938113001
Logistic Regression,1-day,0.15584415584415584,0.168141592920354,0.5257815975780333
Logistic Regression,1-day,0.15584415584415584,0.17256637168141592,0.5256851702339237
Logistic Regression,1-day,0.16233766233766234,0.17256637168141592,0.5256233065742869
Logistic Regression,1-day,0.16233766233766234,0.17699115044247787,0.5254199875355561
Logistic Regression,1-day,0.16883116883116883,0.17699115044247787,0.5251740614124533
Logistic Regression,1-day,0.16883116883116883,0.1902654867256637,0.5248228077378844
Logistic Regression,1-day,0.18181818181818182,0.1902654867256637,0.5247640407900916
Logistic Regression,1-day,0.18181818181818182,0.19469026548672566,0.5245578117769346
Logistic Regression,1-day,0.19480519480519481,0.19469026548672566,0.5242982019432856
Logistic Regression,1-day,0.19480519480519481,0.2079646017699115,0.5239680313344367
Logistic Regression,1-day,0.2012987012987013,0.2079646017699115,0.5236002816807602
Logistic Regression,1-day,0.2012987012987013,0.22123893805309736,0.5232925706616853
Logistic Regression,1-day,0.2077922077922078,0.22123893805309736,0.5231137870132405
Logistic Regression,1-day,0.2077922077922078,0.22566371681415928,0.52302787359853
Logistic Regression,1-day,0.21428571428571427,0.22566371681415928,0.5227203034489151
Logistic Regression,1-day,0.21428571428571427,0.2345132743362832,0.5224803146447915
Logistic Regression,1-day,0.23376623376623376,0.2345132743362832,0.52232188881261
Logistic Regression,1-day,0.23376623376623376,0.24336283185840707,0.5218561775494637
Logistic Regression,1-day,0.24025974025974026,0.24336283185840707,0.5215323926784128
Logistic Regression,1-day,0.24025974025974026,0.24778761061946902,0.5213982014879877
Logistic Regression,1-day,0.24675324675324675,0.24778761061946902,0.5213359989370958
Logistic Regression,1-day,0.24675324675324675,0.26548672566371684,0.5207466903592479
Logistic Regression,1-day,0.2662337662337662,0.26548672566371684,0.5207017576812388
Logistic Regression,1-day,0.2662337662337662,0.26991150442477874,0.5206997730145015
Logistic Regression,1-day,0.2727272727272727,0.26991150442477874,0.5206930627731613
Logistic Regression,1-day,0.2727272727272727,0.2831858407079646,0.5202412735918946
Logistic Regression,1-day,0.2987012987012987,0.2831858407079646,0.5200179532637753
Logistic Regression,1-day,0.2987012987012987,0.3008849557522124,0.5193560211511151
Logistic Regression,1-day,0.3116883116883117,0.3008849557522124,0.5191608934496337
Logistic Regression,1-day,0.3116883116883117,0.3141592920353982,0.5185752885745625
Logistic Regression,1-day,0.3246753246753247,0.3141592920353982,0.5185042675587802
Logistic Regression,1-day,0.3246753246753247,0.33185840707964603,0.5182560033825507
Logistic Regression,1-day,0.33116883116883117,0.33185840707964603,0.5182123140244839
Logistic Regression,1-day,0.33116883116883117,0.336283185840708,0.518150010447911
Logistic Regression,1-day,0.34415584415584416,0.336283185840708,0.5180627296678226
Logistic Regression,1-day,0.34415584415584416,0.34513274336283184,0.5178718487913002
Logistic Regression,1-day,0.35064935064935066,0.34513274336283184,0.5178473519097538
Logistic Regression,1-day,0.35064935064935066,0.3584070796460177,0.5177879356882114
Logistic Regression,1-day,0.36363636363636365,0.3584070796460177,0.517467698787619
Logistic Regression,1-day,0.36363636363636365,0.36283185840707965,0.517217033838006
