Horizon,Split,Observations,First_Date,Last_Date,Down_Count,Up_Count,Down_Proportion,Up_Proportion,Majority_Training_Class
1-day,Train,302,2020-05-01,2026-02-05,153,149,0.5066225165562914,0.49337748344370863,0
1-day,Test,76,2026-02-06,2026-06-29,48,28,0.631578947368421,0.3684210526315789,0
7-day,Train,297,2020-05-01,2026-01-29,115,182,0.3872053872053872,0.6127946127946128,1
7-day,Test,75,2026-01-30,2026-06-19,50,25,0.6666666666666666,0.3333333333333333,1
30-day,Train,286,2020-05-01,2026-01-13,167,119,0.583916083916084,0.4160839160839161,0
30-day,Test,72,2026-01-14,2026-05-01,42,30,0.5833333333333334,0.4166666666666667,0
