date,ticker,eps_surprise_pct,sue,volume,shares_outstanding,turnover,close,volatility
2020-01-02,RR,-7.934,-7.934,9502133,1930995313,0.004920847262564018,233.767404,
2020-01-03,RR,-8.896,-8.896,9266392,1930995313,0.004798764625484102,232.600626,
2020-01-03,RR,-8.896,-8.896,,,,,
2020-01-06,RR,,-8.896,12808776,1930995313,0.006633250693964786,232.32609,
2020-01-07,RR,-8.942,-8.942,,,,,
2020-01-07,RR,-8.942,-8.942,8866689,1930995313,0.0045917713731913135,229.306194,
2020-01-08,RR,,-8.942,11108290,1930995313,0.005752624009605765,228.413952,
2020-01-09,RR,,-8.942,9796628,1930995313,0.005073356695402813,235.208718,
2020-01-10,RR,-7.075,-7.075,8742876,1930995313,0.004527652626156322,234.247842,
2020-01-10,RR,-7.075,-7.075,,,,,
2020-01-13,RR,,-7.075,7916236,1930995313,0.004099562514059816,231.845652,
2020-01-14,RR,,-7.075,9004496,1930995313,0.004663137160084862,231.159312,
2020-01-15,RR,,-7.075,9069105,1930995313,0.004696596070919619,232.257456,
2020-01-16,RR,,-7.075,8967179,1930995313,0.00464381189308459,232.463358,
2020-01-17,RR,-8.11,-8.11,,,,,
2020-01-17,RR,-8.11,-8.11,8464641,1930995313,0.004383563721265232,231.914286,
2020-01-20,RR,,-8.11,7075770,1930995313,0.0036643123638695234,228.002148,
2020-01-21,RR,-7.585,-7.585,,,,,
2020-01-21,RR,-7.585,-7.585,8329740,1930995313,0.004313702857755202,227.86488,
2020-01-22,RR,,-7.585,11356936,1930995313,0.005881389728676157,222.71733,
2020-01-23,RR,-7.593,-7.593,12840761,1930995313,0.006649814690668801,223.884108,0.16240778425441735
2020-01-24,RR,-7.405,-7.405,9556957,1930995313,0.004949238838468377,225.80586,0.16631293728820343
2020-01-27,RR,-9.089,-9.089,16010470,1930995313,0.008291304433632253,218.462022,0.19938488767381402
2020-01-28,RR,-12.711,-12.711,18077384,1930995313,0.009361692324314823,223.40367,0.2192615297481894
2020-01-28,RR,-12.711,-12.711,,,,,0.2192615297481894
2020-01-29,RR,,-12.711,14599900,1930995313,0.007560815866154306,231.090678,0.24978599250426056
2020-01-30,RR,,-12.711,13938543,1930995313,0.007218320472432965,231.29658,0.2492459609216947
2020-01-31,RR,,-12.711,13092653,1930995313,0.006780261408122848,229.9239,0.2251971264339199
2020-02-03,RR,,-12.711,15518635,1930995313,0.00803659899924366,231.708384,0.2269913951138558
2020-02-04,RR,,-12.711,9656374,1930995313,0.005000723686375929,235.208718,0.23362358013782547
2020-02-05,RR,-15.552,-15.552,9030597,1930995313,0.0046766540235512214,235.620522,0.23028743791947245
2020-02-05,RR,-15.552,-15.552,,,,,0.2298672873145229
2020-02-06,RR,,-15.552,12395279,1930995313,0.006419113975342932,238.022712,0.23183201968440798
2020-02-07,RR,,-15.552,8082227,1930995313,0.004185523882729383,235.75779,0.23501338628049423
2020-02-10,RR,,-15.552,13616265,1930995313,0.007051423122744783,237.47364,0.23577871348564503
2020-02-11,RR,,-15.552,8400614,1930995313,0.004350406209401297,239.18949,0.23664776462799475
2020-02-12,RR,-13.404,-13.404,10292263,1930995313,0.005330030026851754,239.87583,0.2263056951502533
2020-02-13,RR,-15.455,-15.455,40953364,1930995313,0.021208422270261616,229.031658,0.28307015017301235
2020-02-13,RR,-15.455,-15.455,,,,,0.2830505761163579
2020-02-14,RR,,-15.455,15047157,1930995313,0.0077924357965544165,232.394724,0.2736497244326885
2020-02-17,RR,,-15.455,5384130,1930995313,0.0027882667367199352,234.38511,0.27438170272699236
2020-02-18,RR,-9.334,-9.334,,,,,0.27352207872053874
2020-02-18,RR,-9.334,-9.334,11263490,1930995313,0.0058329970684915895,231.63975,0.2474047113529252
2020-02-19,RR,,-9.334,23213270,1930995313,0.012021401524758647,227.247174,0.24780794111780272
