Date,Close,High,Low,Open,Volume,SMA_10,STOCH_K_14,MACD_signal_9,RSI_14,CCI_20
2016-06-01,207.61669921875,211.7346954345703,203.4987030029297,211.3916015625,25329736,,,,,
2016-06-02,208.30299377441406,210.76939392089844,207.4019012451172,207.44509887695312,10341619,,,,,
2016-06-03,207.78829956054688,213.96530151367188,205.90089416503906,208.98939514160156,14855004,,,,,
2016-06-06,210.1905059814453,211.56309509277344,207.3249969482422,207.44509887695312,11820352,,,,,
2016-06-07,208.13150024414062,214.9947967529297,207.27349853515625,211.04840087890625,12197887,,,,,
2016-06-08,209.84730529785156,210.1905059814453,206.6558074951172,207.1020050048828,12967865,,,,,
2016-06-09,205.7292938232422,206.93040466308594,201.78280639648438,206.75880432128906,27131914,,,,,
2016-06-10,207.1020050048828,207.95989990234375,203.15550231933594,203.84190368652344,19660467,,,,,
2016-06-13,206.07240295410156,206.93040466308594,204.2928009033203,204.69979858398438,14302738,,,,,
2016-06-14,205.90089416503906,208.30299377441406,204.01339721679688,204.01339721679688,21097538,207.6681900024414,,,,
2016-06-15,210.1905059814453,212.3592987060547,206.24400329589844,207.27349853515625,18548222,207.92557067871093,,,,
2016-06-16,206.93040466308594,209.33250427246094,205.21449279785156,207.27349853515625,12833969,207.78831176757814,,,,
2016-06-17,211.04840087890625,213.10740661621094,206.24400329589844,207.95989990234375,53238247,208.11432189941405,,,,
2016-06-20,217.568603515625,219.28439331054688,211.9062957763672,215.6811981201172,12412181,208.85213165283204,90.19637588667322,,,
2016-06-21,216.53909301757812,218.7696990966797,214.9947967529297,217.568603515625,11464034,209.6928909301758,84.31399217425876,,63.402114311436925,
2016-06-22,218.0832977294922,220.48550415039062,213.793701171875,217.22540283203125,12667459,210.51649017333983,87.15582932202007,,64.3216498088695,
2016-06-23,221.1717987060547,223.57400512695312,217.568603515625,219.28439331054688,10200758,212.06074066162108,88.9762538967641,,68.22422566348698,
2016-06-24,222.71609497070312,231.6385040283203,207.95989990234375,210.7052001953125,45501565,213.6221496582031,70.11488672064061,,67.46404866668283,
2016-06-27,223.74560546875,225.11830139160156,218.25489807128906,218.25489807128906,34688005,215.38946990966798,73.56317491923585,,72.4137236159287,
2016-06-28,229.7510986328125,230.7805938720703,222.28610229492188,226.49099731445312,23010299,217.7744903564453,93.67824051950734,,75.43858827989614,182.54672873119824
2016-06-29,241.76190185546875,241.76190185546875,231.98159790039062,232.49639892578125,23592378,220.93162994384767,100.0,,88.3211034454108,235.68910334173387
2016-06-30,244.16409301757812,246.56629943847656,237.9871063232422,240.2176971435547,26451510,224.65499877929688,94.35477653584208,,88.57135960612098,218.4985888173625
2016-07-01,244.16409301757812,246.3946990966797,241.76370239257812,245.02200317382812,24379788,227.96656799316406,94.35477653584208,,90.51106664654401,185.92286576659816
2016-07-04,242.44830322265625,246.56629943847656,241.2471923828125,245.02200317382812,10677659,230.45453796386718,90.04155670486547,,87.63257268067137,150.00481018255468
2016-07-05,243.99249267578125,246.2230987548828,238.50180053710938,243.1345977783203,25671852,233.1998779296875,93.77582995329945,,86.89143005215517,126.13029038561955
2016-07-06,239.87449645996094,246.2230987548828,238.33030700683594,243.47779846191406,23395927,235.37899780273438,83.40421151897287,,85.29420226835066,102.29166724668907
2016-07-07,249.9980010986328,251.54220581054688,240.73240661621094,242.27670288085938,18534290,238.2616180419922,96.45680814786027,,86.97078113091789,115.23740815696323
2016-07-08,252.22860717773438,252.5717010498047,248.2821044921875,248.62530517578125,15635068,241.2128692626953,99.23093472299797,,85.8157072831075,116.4092292792701
2016-07-11,248.45370483398438,253.2581024169922,245.70840454101562,252.5717010498047,18160884,243.68367919921874,89.39384497330953,,81.20806831183418,95.68023262298641
2016-07-12,248.45370483398438,249.3115997314453,244.335693359375,247.59579467773438,20810862,245.55393981933594,89.39384497330953,,80.62287197460755,78.78537753739144
2016-07-13,256.17498779296875,259.26348876953125,222.7738037109375,248.45370483398438,23431862,246.99524841308593,93.97995141322788,,82.27851699175916,66.19325070333738
2016-07-14,256.17498779296875,257.2044982910156,250.68429565429688,256.6897888183594,12564856,248.196337890625,92.46864882704958,,81.75898096050278,101.97032314434641
2016-07-15,255.4886932373047,258.2340087890625,252.5717010498047,255.3170928955078,13736646,249.32879791259765,89.79161078672087,,80.32795297779776,101.22146802645362
2016-07-18,253.2581024169922,256.8612976074219,251.88540649414062,255.3170928955078,8316930,250.40977783203124,83.54223572251763,10.336015828088085,74.20500284856237,89.45666467364674
2016-07-19,253.77279663085938,254.63070678710938,250.34109497070312,252.5717010498047,10467167,251.38780822753907,84.95275547088134,10.312965948355387,66.20376812859165,80.41461446166431
2016-07-20,254.97390747070312,256.17498779296875,251.88540649414062,254.80230712890625,8318349,252.8977493286133,88.24440032315961,10.23935155218671,65.07184118349882,89.34743513648304
2016-07-21,255.3170928955078,256.8612976074219,252.74330139160156,254.97390747070312,9222407,253.42965850830078,89.18490015003839,10.12004105462414,65.40293129063188,89.95469314539127
2016-07-22,247.25259399414062,255.14549255371094,246.73789978027344,254.28759765625,11373845,252.93205718994142,67.08413691128332,9.826613588848291,55.64508610327803,37.95191789331695
2016-07-25,246.3946990966797,249.3115997314453,243.00079345703125,245.36520385742188,16881573,252.72615661621094,64.73307551932183,9.40335088109664,52.868884274794475,-12.602772235149972
2016-07-26,249.4832000732422,252.74330139160156,245.8800048828125,247.4241943359375,11180523,252.82910614013673,73.19711397732196,8.948741180045356,61.76468390291365,16.7149652539951
2016-07-27,251.1990966796875,256.5181884765625,249.9980010986328,249.9980010986328,10387783,252.3315170288086,77.89952947827788,8.505295319522512,51.85185882255515,60.78376143293321
2016-07-28,285.1726989746094,300.4436950683594,259.0918884277344,259.0918884277344,54003487,255.23128814697264,80.33858960420606,8.614736596737044,75.66840545690681,384.68956561662475
2016-07-29,271.4460144042969,283.9715881347656,271.4460144042969,282.9421081542969,34517922,256.8270202636719,62.66548059064386,8.826343765491002,65.50930605297947,242.61248153007244
2016-08-01,271.61761474609375,275.6394958496094,267.6711120605469,271.1028137207031,11015901,258.66297149658203,62.88641606357661,9.073514498732907,65.58896885882508,166.65589776812405
2016-08-02,260.9794006347656,277.7945861816406,258.9202880859375,270.75970458984375,17174348,259.38363189697264,31.298222536496787,9.139611819078153,53.11115177692019,96.48054980671652
2016-08-03,257.71929931640625,263.89630126953125,256.0033874511719,261.1509094238281,20740826,259.65817108154295,25.622845376028867,9.01590686486587,50.95952308266984,29.188298801131477
2016-08-04,259.94989013671875,263.3815002441406,253.6011962890625,259.26348876953125,17541491,260.12145080566404,29.505989781590394,8.79476103845047,52.71967266701482,22.06974736971556
2016-08-05,260.464599609375,260.80780029296875,253.2581024169922,257.3760986328125,17133674,261.4426513671875,30.402026468836613,8.512300840346953,54.48716182513479,11.728890597642733
2016-08-08,259.606689453125,263.89630126953125,259.5549011230469,262.0089111328125,13744117,262.763850402832,28.90852573648361,8.173128301293133,53.61704317670864,32.594252923819
2016-08-09,262.0089111328125,263.7247009277344,258.7315979003906,260.12139892578125,11037287,264.01642150878905,33.09045529140318,7.835887381825467,54.29772808032464,31.423248926970512
2016-08-10,273.5050048828125,274.4590148925781,263.2099914550781,264.239501953125,17201337,266.24701232910155,53.10353511070829,7.683089779513632,59.778602932260895,102.01952015441644
