Model,Horizon,Accuracy,ROC_AUC,Precision,Recall,F1,Baseline_Accuracy
Logistic Regression,1-day,0.5349514563106796,0.5341999275952576,0.5350734094616639,0.6283524904214559,0.5779735682819384,0.5067961165048543
SVM,1-day,0.5048543689320388,0.4948524753371346,0.5060240963855421,0.9655172413793104,0.6640316205533597,0.5067961165048543
Random Forest,1-day,0.5009708737864078,0.520546731227562,0.5069444444444444,0.5593869731800766,0.5318761384335154,0.5067961165048543
Logistic Regression,7-day,0.5503421309872922,0.48772824008389365,0.555431131019037,0.8872987477638641,0.6831955922865014,0.5464320625610948
SVM,7-day,0.5190615835777126,0.5004665042255259,0.546079779917469,0.7101967799642218,0.6174183514774495,0.5464320625610948
Random Forest,7-day,0.5434995112414467,0.5421010425020049,0.5761589403973509,0.6225402504472272,0.5984522785898538,0.5464320625610948
Logistic Regression,30-day,0.5065326633165829,0.49023886639676106,0.5150571131879543,0.9538461538461539,0.6689143627781524,0.5226130653266332
SVM,30-day,0.47839195979899496,0.44889068825910927,0.5005988023952096,0.8038461538461539,0.6169741697416974,0.5226130653266332
Random Forest,30-day,0.5206030150753769,0.5182206477732794,0.5312046444121916,0.7038461538461539,0.6054590570719603,0.5226130653266332
